# time_ms,control,value
22474,lstick_x,1198
22477,lstick_x,1198
22482,lstick_x,1198
22485,lstick_x,1198
22488,lstick_x,1198
22492,lstick_x,1198
22497,lstick_x,1198
22500,lstick_x,1198
22503,lstick_x,1198
22506,lstick_x,1198
22509,lstick_x,1198
22515,lstick_x,1198
22518,lstick_x,1198
22521,lstick_x,1198
22524,lstick_x,1198
22530,lstick_x,1198
22533,lstick_x,1198
22536,lstick_x,1198
22539,lstick_x,1198
22541,lstick_x,1198
22548,lstick_x,1198
22552,lstick_x,1198
22554,lstick_x,1198
22557,lstick_x,1198
22560,lstick_x,1198
22565,lstick_x,1198
22568,lstick_x,1198
22572,lstick_x,1198
22574,lstick_x,1198
22577,lstick_x,1198
22581,lstick_x,1198
22584,lstick_x,1198
22588,lstick_x,1198
22591,lstick_x,1198
22597,lstick_x,1198
22600,lstick_x,1198
22603,lstick_x,1198
22607,lstick_x,1198
22613,lstick_x,1198
22617,lstick_x,1198
22620,lstick_x,1198
22623,lstick_x,1198
22626,lstick_x,1198
22629,lstick_x,1198
22633,lstick_x,1198
22636,lstick_x,1198
22639,lstick_x,1198
22642,lstick_x,1198
22645,lstick_x,1198
22648,lstick_x,1198
22652,lstick_x,1198
22655,lstick_x,1198
22658,lstick_x,1198
22661,lstick_x,1198
22665,lstick_x,1198
22668,lstick_x,1198
22672,lstick_x,1198
22675,lstick_x,1198
22680,lstick_x,1198
22683,lstick_x,1198
22686,lstick_x,1198
22689,lstick_x,1198
22693,lstick_x,1198
22698,lstick_x,1198
22701,lstick_x,1198
22705,lstick_x,1198
22708,lstick_x,1198
22711,lstick_x,1198
22713,lstick_x,1198
22717,lstick_x,1198
22719,lstick_x,1198
22722,lstick_x,1198
22725,lstick_x,1198
22730,lstick_x,1198
22733,lstick_x,1198
22736,lstick_x,1198
22740,lstick_x,1198
22742,lstick_x,1198
22749,lstick_x,1198
22752,lstick_x,1198
22756,lstick_x,1198
22759,lstick_x,1198
22764,lstick_x,1198
22767,lstick_x,1198
22770,lstick_x,1198
22772,lstick_x,1198
22775,lstick_x,1198
22780,lstick_x,1198
22783,lstick_x,1198
22787,lstick_x,1198
22790,lstick_x,1198
22794,lstick_x,1198
22797,lstick_x,1198
22800,lstick_x,1198
22803,lstick_x,1198
22805,lstick_x,1198
22809,lstick_x,1198
22813,lstick_x,1198
22816,lstick_x,1198
22819,lstick_x,1198
22822,lstick_x,1198
22825,lstick_x,1198
22827,lstick_x,1198
22832,lstick_x,1198
22835,lstick_x,1198
22839,lstick_x,1198
22842,lstick_x,1198
22845,lstick_x,1198
22848,lstick_x,1198
22852,lstick_x,1198
22855,lstick_x,1198
22858,lstick_x,1198
22861,lstick_x,1198
22865,lstick_x,1198
22868,lstick_x,1198
22872,lstick_x,1198
22875,lstick_x,1198
22880,lstick_x,1198
22883,lstick_x,1198
22886,lstick_x,1198
22889,lstick_x,1198
22892,lstick_x,1198
22899,lstick_x,1198
22902,lstick_x,1198
22906,lstick_x,1198
22909,lstick_x,1198
22913,lstick_x,1198
22917,lstick_x,1198
22920,lstick_x,1198
22923,lstick_x,1198
22926,lstick_x,1198
22930,lstick_x,1198
22933,lstick_x,1198
22937,lstick_x,1198
22940,lstick_x,1198
22943,lstick_x,1198
22946,lstick_x,1198
22949,lstick_x,1198
22952,lstick_x,1198
22954,lstick_x,1198
22957,lstick_x,1198
22960,lstick_x,1198
22965,lstick_x,1198
22968,lstick_x,1198
22972,lstick_x,1198
22975,lstick_x,1198
22981,lstick_x,1198
22984,lstick_x,1198
22988,lstick_x,1198
22991,lstick_x,1198
22997,lstick_x,1198
23000,lstick_x,1198
23003,lstick_x,1198
23006,lstick_x,1198
23009,lstick_x,1198
23013,lstick_x,1198
23016,lstick_x,1198
23019,lstick_x,1198
23022,lstick_x,1198
23025,lstick_x,1198
23029,lstick_x,1198
23032,lstick_x,1198
23035,lstick_x,1198
23038,lstick_x,1198
23042,lstick_x,1198
23045,lstick_x,1198
23048,lstick_x,1198
23051,lstick_x,1198
23054,lstick_x,1198
23057,lstick_x,1198
23061,lstick_x,1198
23065,lstick_x,1198
23068,lstick_x,1198
23072,lstick_x,1198
23075,lstick_x,1198
23080,lstick_x,1198
23083,lstick_x,1198
23086,lstick_x,1198
23089,lstick_x,1198
23093,lstick_x,1198
23097,lstick_x,1198
23100,lstick_x,1198
23103,lstick_x,1198
23106,lstick_x,1198
23109,lstick_x,1198
23115,lstick_x,1198
23119,lstick_x,1198
23122,lstick_x,1198
23125,lstick_x,1198
23130,lstick_x,1198
23133,lstick_x,1198
