# time_ms,control,value
73827,lstick_y,-1311
73835,lstick_y,-1311
73843,lstick_y,-1311
73851,lstick_y,-1311
73859,lstick_y,-1311
73867,lstick_y,-1311
73875,lstick_y,-1311
73879,lstick_y,-1311
73883,lstick_y,-1311
73891,lstick_y,-1311
73899,lstick_y,-1311
73904,lstick_y,-1311
73907,lstick_y,-1311
73915,lstick_y,-1311
73923,lstick_y,-1311
73931,lstick_y,-1311
73939,lstick_y,-1311
73947,lstick_y,-1311
73956,lstick_y,-1311
73962,lstick_y,-1311
73966,lstick_y,-1311
73971,lstick_y,-1311
73979,lstick_y,-1311
73987,lstick_y,-1311
73995,lstick_y,-1311
74003,lstick_y,-1311
74011,lstick_y,-1311
74019,lstick_y,-1311
74027,lstick_y,-1311
74035,lstick_y,-1311
74041,lstick_y,-1311
74044,lstick_y,-1311
74046,lstick_y,-1311
74050,lstick_y,-1311
74059,lstick_y,-1311
74067,lstick_y,-1311
74071,lstick_y,-1311
74075,lstick_y,-1311
74084,lstick_y,-1311
74091,lstick_y,-1311
74099,lstick_y,-1311
74107,lstick_y,-1311
74115,lstick_y,-1311
74123,lstick_y,-1311
74126,lstick_y,-1311
74131,lstick_y,-1311
74139,lstick_y,-1311
74147,lstick_y,-1311
74153,lstick_y,-1311
74155,lstick_y,-1311
74163,lstick_y,-1311
74171,lstick_y,-1311
74179,lstick_y,-1311
74187,lstick_y,-1311
74195,lstick_y,-1311
74203,lstick_y,-1311
74208,lstick_y,-1311
74211,lstick_y,-1311
74219,lstick_y,-1311
74227,lstick_y,-1311
74235,lstick_y,-1311
74243,lstick_y,-1311
74251,lstick_y,-1311
74259,lstick_y,-1311
74267,lstick_y,-1311
74275,lstick_y,-1311
74284,lstick_y,-1311
74286,lstick_y,-1311
74289,lstick_y,-1311
74293,lstick_y,-1311
74295,lstick_y,-1311
74299,lstick_y,-1311
74307,lstick_y,-1311
74315,lstick_y,-1311
74322,lstick_y,-1311
74331,lstick_y,-1311
74339,lstick_y,-1311
74347,lstick_y,-1311
74355,lstick_y,-1311
74363,lstick_y,-1311
74371,lstick_y,-1311
74375,lstick_y,-1311
74379,lstick_y,-1311
74387,lstick_y,-1311
74395,lstick_y,-1311
74401,lstick_y,-1311
74403,lstick_y,-1311
74411,lstick_y,-1311
74419,lstick_y,-1311
74428,lstick_y,-1311
74435,lstick_y,-1311
74443,lstick_y,-1311
74449,lstick_y,-1311
74452,lstick_y,-1311
74456,lstick_y,-1311
74459,lstick_y,-1311
74467,lstick_y,-1311
74475,lstick_y,-1311
74478,lstick_y,-1311
74483,lstick_y,-1311
74491,lstick_y,-1311
74499,lstick_y,-1311
74507,lstick_y,-1311
74516,lstick_y,-1311
74523,lstick_y,-1311
74530,lstick_y,-1311
74533,lstick_y,-1311
74539,lstick_y,-1311
74547,lstick_y,-1311
74555,lstick_y,-1311
74559,lstick_y,-1311
74563,lstick_y,-1311
74571,lstick_y,-1311
74579,lstick_y,-1311
74587,lstick_y,-1311
74595,lstick_y,-1311
74603,lstick_y,-1311
74611,lstick_y,-1311
74617,lstick_y,-1311
74627,lstick_y,-1311
74635,lstick_y,-1311
74641,lstick_y,-1311
74651,lstick_y,-1311
74659,lstick_y,-1311
74668,lstick_y,-1311
74675,lstick_y,-1311
74683,lstick_y,-1311
74691,lstick_y,-1311
74695,lstick_y,-1311
74699,lstick_y,-1311
74707,lstick_y,-1311
74715,lstick_y,-1311
74723,lstick_y,-1311
74731,lstick_y,-1311
74739,lstick_y,-1311
74747,lstick_y,-1311
74755,lstick_y,-1311
74763,lstick_y,-1311
74771,lstick_y,-1311
74774,lstick_y,-1311
74778,lstick_y,-1311
74784,lstick_y,-1311
74787,lstick_y,-1311
74795,lstick_y,-1311
74803,lstick_y,-1311
74853,lstick_y,-1311
74859,lstick_y,-1311
74863,lstick_y,-1311
74867,lstick_y,-1311
74870,lstick_y,-1311
74875,lstick_y,-1311
74883,lstick_y,-1311
74891,lstick_y,-1311
74894,lstick_y,-1311
74900,lstick_y,-1311
74907,lstick_y,-1311
74915,lstick_y,-1311
74923,lstick_y,-1311
74931,lstick_y,-1311
74939,lstick_y,-1311
74944,lstick_y,-1311
74947,lstick_y,-1311
74950,lstick_y,-1311
74953,lstick_y,-1311
74956,lstick_y,-1311
74964,lstick_y,-1311
74971,lstick_y,-1311
74979,lstick_y,-1311
74987,lstick_y,-1311
74995,lstick_y,-1311
75003,lstick_y,-1311
75011,lstick_y,-1311
75019,lstick_y,-1311
75027,lstick_y,-1311
75031,lstick_y,-1311
75035,lstick_y,-1311
75042,lstick_y,-1311
75051,lstick_y,-1311
75059,lstick_y,-1311
75067,lstick_y,-1311
75075,lstick_y,-1311
75083,lstick_y,-1311
75092,lstick_y,-1311
75099,lstick_y,-1311
75107,lstick_y,-1311
75111,lstick_x,1383
75111,lstick_y,-2122
75115,lstick_x,1383
75115,lstick_y,-2122
75123,lstick_x,1383
75123,lstick_y,-2122
75131,lstick_x,1383
75131,lstick_y,-2122
75139,lstick_x,1383
75139,lstick_y,-2122
75143,lstick_x,11302
75143,lstick_y,-10593
75148,lstick_x,11302
75148,lstick_y,-10593
75155,lstick_x,11302
75155,lstick_y,-10593
75163,lstick_x,11302
75163,lstick_y,-10593
75171,lstick_x,11302
75171,lstick_y,-10593
75179,lstick_x,11302
75179,lstick_y,-10593
75187,lstick_x,11302
75187,lstick_y,-10593
75193,lstick_x,19865
75193,lstick_y,-19064
75197,lstick_x,20814
75197,lstick_y,-20074
75200,lstick_x,20814
75200,lstick_y,-20074
75203,lstick_x,20814
75203,lstick_y,-20074
75211,lstick_x,20814
75211,lstick_y,-20074
75219,lstick_x,20814
75219,lstick_y,-20074
75269,lstick_x,20814
75269,lstick_y,-20074
75273,lstick_x,23320
75273,lstick_y,-22985
75276,lstick_x,23320
75276,lstick_y,-22985
75279,lstick_x,23320
75279,lstick_y,-22985
75283,lstick_x,23320
75283,lstick_y,-22985
75286,lstick_x,23519
75286,lstick_y,-23353
75291,lstick_x,23519
75291,lstick_y,-23353
75299,lstick_x,23519
75299,lstick_y,-23353
75307,lstick_x,23519
75307,lstick_y,-23353
75312,lstick_x,23672
75312,lstick_y,-23653
75315,lstick_x,23672
75315,lstick_y,-23653
75323,lstick_x,23672
75323,lstick_y,-23653
75331,lstick_x,23672
75331,lstick_y,-23653
75339,lstick_x,23672
75339,lstick_y,-23653
75347,lstick_x,23672
75347,lstick_y,-23653
75355,lstick_x,23672
75355,lstick_y,-23653
75363,lstick_x,24033
75363,lstick_y,-24372
75366,lstick_x,24033
75366,lstick_y,-24372
75370,lstick_x,24033
75370,lstick_y,-24372
75374,lstick_x,24033
75374,lstick_y,-24372
75379,lstick_x,24033
75379,lstick_y,-24372
75387,lstick_x,24033
75387,lstick_y,-24372
75395,lstick_x,24033
75395,lstick_y,-24372
75403,lstick_x,24083
75403,lstick_y,-24566
75411,lstick_x,24083
75411,lstick_y,-24566
75419,lstick_x,24083
75419,lstick_y,-24566
75427,lstick_x,24083
75427,lstick_y,-24566
75435,lstick_x,24083
75435,lstick_y,-24566
75443,lstick_x,24083
75443,lstick_y,-24566
75448,lstick_x,24181
75448,lstick_y,-24689
75451,lstick_x,24181
75451,lstick_y,-24769
75454,lstick_x,24181
75454,lstick_y,-24769
75459,lstick_x,24181
75459,lstick_y,-24769
75467,lstick_x,24181
75467,lstick_y,-24769
75475,lstick_x,24181
75475,lstick_y,-24769
75478,lstick_x,24181
75478,lstick_y,-24803
75483,lstick_x,24181
75483,lstick_y,-24803
75491,lstick_x,24181
75491,lstick_y,-24803
75499,lstick_x,24181
75499,lstick_y,-24803
75507,lstick_x,24181
75507,lstick_y,-24803
75515,lstick_x,24181
75515,lstick_y,-24803
75523,lstick_x,24181
75523,lstick_y,-24803
75531,lstick_x,24181
75531,lstick_y,-24955
75534,lstick_x,24181
75534,lstick_y,-24955
75537,lstick_x,24181
75537,lstick_y,-24955
75547,lstick_x,24181
75547,lstick_y,-24955
75555,lstick_x,24181
75555,lstick_y,-24955
75562,lstick_x,23856
75562,lstick_y,-25123
75571,lstick_x,23856
75571,lstick_y,-25123
75579,lstick_x,23856
75579,lstick_y,-25123
75587,lstick_x,23856
75587,lstick_y,-25123
75595,lstick_x,23856
75595,lstick_y,-25123
75603,lstick_x,23856
75603,lstick_y,-25123
75611,lstick_x,23856
75611,lstick_y,-25123
75617,lstick_x,23040
75617,lstick_y,-25688
75627,lstick_x,23040
75627,lstick_y,-25688
75635,lstick_x,23040
75635,lstick_y,-25688
75644,lstick_x,23040
75644,lstick_y,-25688
75652,lstick_x,22485
75652,lstick_y,-26120
75659,lstick_x,22485
75659,lstick_y,-26120
75667,lstick_x,22485
75667,lstick_y,-26120
75675,lstick_x,22485
75675,lstick_y,-26120
75683,lstick_x,22485
75683,lstick_y,-26120
75691,lstick_x,22485
75691,lstick_y,-26120
75699,lstick_x,21265
75699,lstick_y,-26843
75703,lstick_x,21265
75703,lstick_y,-26843
75706,lstick_x,20821
75706,lstick_y,-27108
75715,lstick_x,20821
75715,lstick_y,-27108
75723,lstick_x,20821
75723,lstick_y,-27108
75728,lstick_x,20087
75728,lstick_y,-27571
75732,lstick_x,20087
75732,lstick_y,-27571
75739,lstick_x,20087
75739,lstick_y,-27571
75747,lstick_x,20087
75747,lstick_y,-27571
75755,lstick_x,20087
75755,lstick_y,-27571
75763,lstick_x,20087
75763,lstick_y,-27571
75771,lstick_x,20087
75771,lstick_y,-27571
75779,lstick_x,20087
75779,lstick_y,-27571
75783,lstick_x,11002
75783,lstick_y,-29890
75786,lstick_x,11002
75786,lstick_y,-29890
75795,lstick_x,11002
75795,lstick_y,-29890
75803,lstick_x,11002
75803,lstick_y,-29890
75811,lstick_x,9843
75811,lstick_y,-32768
75819,lstick_x,9843
75819,lstick_y,-32768
75827,lstick_x,9843
75827,lstick_y,-32768
75835,lstick_x,9843
75835,lstick_y,-32768
75843,lstick_x,9843
75843,lstick_y,-32768
75851,lstick_x,9843
75851,lstick_y,-32768
75860,lstick_x,9843
75860,lstick_y,-32768
75867,lstick_x,6745
75867,lstick_y,-32768
75875,lstick_x,6745
75875,lstick_y,-32768
75883,lstick_x,6745
75883,lstick_y,-32768
75890,lstick_x,4878
75890,lstick_y,-32768
75899,lstick_x,4878
75899,lstick_y,-32768
75907,lstick_x,4878
75907,lstick_y,-32768
75915,lstick_x,4878
75915,lstick_y,-32768
75924,lstick_x,4878
75924,lstick_y,-32768
75931,lstick_x,4878
75931,lstick_y,-32768
75939,lstick_x,4878
75939,lstick_y,-32768
75947,lstick_x,4878
75947,lstick_y,-32768
75955,lstick_x,4878
75955,lstick_y,-32768
75963,lstick_x,4878
75963,lstick_y,-32768
75973,lstick_x,-4547
75973,lstick_y,-32768
75978,lstick_x,-5735
75978,lstick_y,-32768
75987,lstick_x,-5735
75987,lstick_y,-32768
75995,lstick_x,-5735
75995,lstick_y,-32768
76003,lstick_x,-13101
76003,lstick_y,-32110
76011,lstick_x,-13101
76011,lstick_y,-32110
76019,lstick_x,-13101
76019,lstick_y,-32110
76027,lstick_x,-13101
76027,lstick_y,-32110
76035,lstick_x,-13101
76035,lstick_y,-32110
76043,lstick_x,-13101
76043,lstick_y,-32110
76051,lstick_x,-13101
76051,lstick_y,-32110
76060,lstick_x,-13101
76060,lstick_y,-32110
76066,lstick_x,-22068
76066,lstick_y,-28104
76070,lstick_x,-22068
76070,lstick_y,-28104
76075,lstick_x,-22068
76075,lstick_y,-28104
76083,lstick_x,-22068
